NAME;ZUSATZ;ORT;GEOGRAPHISCHE BREITE;GEOGRAPHISCHE LAENGE
BB-001;;Bettembourg;49.51125;6.08482
BB-002;;Bettembourg;49.51227;6.0783
BB-003;;Abweiler;49.54979;6.06963
BB-004;;Abweiler;49.54683;6.07386
BB-005;;Abweiler;49.546;6.06109
BB-006;;Abweiler;49.54552;6.06751
BB-007;;Abweiler;49.54253;6.07361
BB-008;;Abweiler;49.54044;6.06965
BB-009;;Abweiler;49.53575;6.06796
BB-010;;Abweiler;49.54342;6.08059
BB-011;;Abweiler;49.53892;6.08119
BB-012;;Abweiler;49.54358;6.08197
BB-013;;Abweiler;49.54819;6.08148
BB-014;;Abweiler;49.54795;6.08592
BB-015;;Abweiler;49.54595;6.09079
BB-016;;Bettembourg;49.53963;6.09678
BB-017;;Bettembourg;49.5369;6.09547
BB-018;;Abweiler;49.54125;6.0844
BB-019;;Bettembourg;49.5146;6.11713
BB-020;;Bettembourg;49.51707;6.11894
BB-021;;Bettembourg;49.51003;6.12407
BC-001;HIRZBUSCH;Luxembourg Land;49.7605;6.3759
BC-002;LEKEBERGERBUSCH;Luxembourg Land;49.7599;6.3724
BC-003;LEKEBERGERBUSCH;Bech;49.7581;6.3632
BC-004;LEKEBERGERBUSCH;Consdorf (G);49.7633;6.3638
BC-005;WOLPERHOF;Consdorf (G);49.7625;6.3534
BC-006;BECHER GARE;Luxembourg Land;49.7572;6.3506
BC-007;RIPPIGER MARSCHERWALD;Graulinster (Bech);49.7437;6.282
BC-008;BECHER GARE;Bech;49.7532;6.3545
BC-009;AUF DER KUHEID;Luxembourg Land;49.7614;6.3329
BC-010;IM MELECKSFELD;Rippig;49.7432;6.314
BC-011;MUEHLENBACH;Hersberg;49.7622;6.3223
BC-012;AUF DEM HEUWEG;Bech (G);49.7522;6.3453
BC-013;ZITTIGER MARSCHERWALD;Luxembourg Land;49.7483;6.2971
BC-014;IN DER ACHT;Zittig;49.7479;6.3429
BC-015;HEMSTALER MARSCHERWALD;Luxembourg Land;49.7453;6.3005
BC-016;MASBERICH;Bech (G);49.7515;6.3357
BC-017;MECHELSGRUND;Hersberg;49.7577;6.325
BC-018;AUF DER WEISLAECHEN;Luxembourg Land;49.7593;6.3164
BC-019;IM BERG;Bech (G);49.7476;6.3274
BI-001;Biischtert;Bissen;49.8213;6.0351
BI-002;Felzerdriesch;Bissen;49.8231;6.0431
BI-003;Biischtert;Bissen;49.8183;6.0387
BI-004;Biischtert;Bissen;49.8166;6.0461
BI-005;Biischtert;Bissen;49.809;6.0305
BI-006;Schielheck;Bissen;49.8011;6.0299
BI-007;H renhecken;Bissen;49.8075;6.0329
BI-008;H renhecken;Bissen;49.8105;6.041
BI-009;H renhecken;Bissen;49.8074;6.0431
BI-010;Helmesch Haff;Bissen;49.8077;6.052
BI-011;H renhecken;Bissen;49.8067;6.0615
BI-012;Steen cker;Bissen;49.8047;6.05
BI-013;Steen cker;Bissen;49.8039;6.0566
BI-014;Steen cker;Bissen;49.8042;6.0438
BI-015;Bonnert;Bissen;49.801;6.0468
BI-016;Bonnert;Bissen;49.8012;6.0389
BI-017;Fleercher Seitert;Bissen;49.7991;6.0296
BI-018;Geichb sch;Bissen;49.7978;6.0201
BI-019;Geichb sch;Bissen;49.794;6.0204
BI-020;H renhecken;Bissen;49.7909;6.0147
BI-021;Laaschtert;Bissen;49.7753;6.0601
BI-022;H renhecken;Bissen;49.7871;6.0208
BI-023;H renhecken;Bissen;49.7901;6.0228
BI-024;Laaschtert;Bissen;49.7758;6.0655
BI-025;Fleercher Seitert;Bissen;49.7943;6.0334
BI-026;Fleercher Seitert;Bissen;49.7987;6.0376
BI-027;Bonnert;Bissen;49.798;6.0422
BI-028;hanner Laaschtert;Bissen;49.7727;6.0683
BI-029;Bonnert;Bissen;49.7976;6.0527
BI-030;Bonnert;Bissen;49.7963;6.0499
BI-031;op P izen cker;Bissen;49.7905;6.0411
BI-032;H renhecken;Bissen;49.7867;6.0334
BI-033;am Kallekhaff;Bissen;49.784;6.0332
BI-034;H renhecken;Bissen;49.7832;6.0299
BI-035;H renhecken;Bissen;49.7819;6.026
BI-036;hanner Laaschtert;Bissen;49.7728;6.075
BI-037;am Viichterwee;Bissen;49.7929;6.0529
BI-038;Millen cker;Bissen;49.7965;6.0615
BI-039;Bierkebierg;Bissen;49.7944;6.0697
BI-040;an Ierwent;Bissen;49.7956;6.0766
BI-041;G iwels;Bissen;49.7921;6.0726
BI-042;a Pafent;Bissen;49.791;6.0759
BI-043;ZAC Klengbousbierg;Bissen;49.7898;6.0811
BI-044;ZAC Klengbousbierg;Bissen;49.7885;6.0834
BI-045;Rue des Sports;Bissen;49.7874;6.0859
BI-046;op dem Rouscht;Bissen;49.7802;6.079
BI-047;bei Laaschtert;Bissen;49.7804;6.0703
BI-048;op Hazen cker;Bissen;49.7816;6.061
BI-049;op Peschent;Bissen;49.781;6.0494
BI-050;Woment;Bissen;49.7814;6.0427
BI-051;bei der Tonnbaach;Bissen;49.777;6.0434
BI-052;bei der Tonnbaach;Bissen;49.7748;6.0393
BI-053;Helligewis;Bissen;49.7717;6.0429
BI-054;Gonneschw nkel;Bissen;49.7702;6.0544
BK-001;Im Daerent;Luxembourg Land;49.74855;5.85503
BK-002;Stefeschbusch;Luxembourg Land;49.74904;5.86273
BK-003;Stefeschbusch;Luxembourg Land;49.74727;5.86015
BK-004;Stefeschbusch;Luxembourg Land;49.74677;5.86984
BK-005;Kolbicherloch;Luxembourg Land;49.74586;5.84465
BK-006;Rehtgenbusch;Luxembourg Land;49.74355;5.83619
BK-007;Unter Heidbirchen;Luxembourg Land;49.74088;5.83218
BK-008;In Durgen;Luxembourg Land;49.74089;5.84222
BK-009;Bei Durgewies;Luxembourg Land;49.74207;5.84724
BK-010;Hinter der Steinkaul;Luxembourg Land;49.73689;5.83121
BK-011;Im Dickenbusch;Oberpallen;49.7286;5.82886
BK-012;Noerdingerbusch;Noerdange;49.75007;5.9269
BK-013;Noerdingerbusch;Noerdange;49.74992;5.93143
BK-014;Riedchen;Luxembourg Land;49.74607;5.93843
BK-015;Auf Groizelt;Beckerich (G);49.73118;5.86724
BK-016;In der Graecht;Beckerich (G);49.73018;5.87442
BK-017;Im Momel;Beckerich;49.72841;5.86813
BK-018;Auf der Gleicht;Beckerich;49.72757;5.88147
BK-019;Kohlenberg;Beckerich;49.72669;5.88715
BK-020;Auf Reichenacker;Beckerich;49.72179;5.87534
BK-021;Im Muelleschbour;Beckerich;49.72115;5.88585
BK-022;Heischel;Beckerich;49.72049;5.8908
BK-023;Heischel;Beckerich;49.7176;5.88693
BK-024;Heischel;Beckerich;49.71704;5.89457
BK-025;Kaasselberg;Hovelange;49.71525;5.89941
BK-026;Im Loch;Hovelange;49.71669;5.90553
BK-027;Hart;Hovelange;49.71779;5.91034
BK-028;Vischtenbusch;Schweich;49.71668;5.92584
BK-029;Nondelich;Leitrange;49.71325;5.88713
BK-030;Hart;Luxembourg Land;49.7135;5.90991
BK-031;Wiederstaellchen;Luxembourg Land;49.71252;5.91424
BK-032;In der Kiel;Schweich;49.71237;5.92204
BK-033;Nondelich;Hovelange;49.71138;5.89273
BK-034;Auf dem Ehlzknapp;Schweich;49.70815;5.92269
BK-035;Auf dem Hohberg;Kreuzerbuch;49.70612;5.9147
BL-001;Bichewald;Boulaide;49.89717;5.74205
BL-002;Felleschwald;Boulaide;49.9046;5.7467
BL-003;Schaulsmillen;Boulaide;49.91;5.76613
BL-004;Dielech;Boulaide;49.90854;5.77848
BL-005;Aschterb sch;Boulaide;49.91505;5.78407
BL-006;;Boulaide;49.91175;5.79288
BL-007;Kossels;Boulaide;49.91229;5.82381
BL-008;Alkiirch;Boulaide;49.91011;5.82865
BL-009;Laangescht;Boulaide;49.90687;5.8328
BL-010;Laangescht;Boulaide;49.90529;5.83415
BL-011;Kaaschterlach;Boulaide;49.9078;5.84959
BL-012;B rel;Boulaide;49.90149;5.85516
BL-013;Teupeltskamps;Boulaide;49.90258;5.84391
BL-014;Rommwiss;Boulaide;49.89606;5.84862
BL-015;Bichel;Boulaide;49.89668;5.83633
BL-016;Esbicht;Boulaide;49.89382;5.84037
BL-017;Gr ideb sch;Boulaide;49.89224;5.83192
BL-018;D rend;Boulaide;49.88663;5.84432
BL-019;Duelen;Boulaide;49.88042;5.82572
BL-020;Buckels;Boulaide;49.87626;5.83718
BL-021;Milbech;Boulaide;49.8722;5.83638
BL-022;;Boulaide;49.86834;5.82716
BL-023;Houf ls;Boulaide;49.87183;5.80797
BL-024;Bauscheltermillen;Boulaide;49.88086;5.79511
BL-025;In der Haemicht;Boulaide;49.88526;5.79879
BL-026;Farent;Boulaide;49.8946;5.80141
BL-027;Miltchen;Boulaide;49.89269;5.7808
BL-028;W leschbur;Boulaide;49.90899;5.84324
BL-029;Baastn cherb sch;Boulaide;49.9076;5.75619
BL-030;Holsber;Boulaide;49.88746;5.83379
BL-031;Wuremt;Boulaide;49.87123;5.81644
BL-032;Gaesbech;Boulaide;49.8758;5.78384
BL-033;Om Saedeltgen;Boulaide;49.88712;5.77478
BL-034;Im hohlen Weg;Boulaide;49.88958;5.75755
BL-035;Im Bichewald;Boulaide;49.90275;5.7434
BT-001;Houscht;Bertrange;49.60968;6.02405
BT-002;Heed;Bertrange;49.60741;6.0144
BT-003;Juegdbuud;Bertrange;49.59144;6.01703
BT-004;Gielebierg;Bertrange;49.58447;6.01857
BT-005;Enneschte Besch;Bertrange;49.58863;6.03562
BT-006;Enneschte Besch;Grevelsbarriere (Bertrange);49.59135;6.04485
BT-007;Enneschte Besch;Bertrange;49.58658;6.041
BT-008;Beim Vullenhaischen;Grevels (Ferme de) (Bertrange);49.58886;6.05004
BT-009;Parking Fit am Enneschte Besch;Bertrange;49.59171;6.05838
BT-010;Leudelange-Gare;Bertrange;49.58867;6.05969
BT-011;Enneschte Besch;Bertrange;49.59246;6.07113
BT-012;Enneschte Besch;Bertrange;49.59955;6.07396
BW-001;Hoombierg;Biwer;49.7189;6.3642
BW-002;Stengegewee;Biwer;49.7162;6.3714
BW-003;Berbourgerbesch;Luxembourg Land;49.7249;6.3898
BW-004;Seifen / hennescht Breinert;Breinert;49.7093;6.3307
BW-005;Wakelter;Biwer;49.707;6.3585
BW-006;Onner;Luxembourg Land;49.6855;6.3863
BZ-001;Riederbesch;Roodt-sur-Syre;49.6661;6.2959
BZ-002;Riederbesch;Roodt-sur-Syre;49.67;6.2881
BZ-003;Bierger Groussebesch;Berg (Betzdorf);49.6785;6.3582
BZ-004;Kiem;Olingen;49.6776;6.293
BZ-005;Haard;Rodenbourg;49.6839;6.2825
BZ-006;Kuesselt;Rodenbourg;49.682;6.2723
BZ-007;Leinbesch;Rodenbourg;49.6866;6.2754
BZ-008;Gehaansriech;Ernster;49.6847;6.2608
BZ-009;Stackbesch;Olingen;49.6964;6.3061
BZ-010;Katzerbesch;Betzdorf;49.6971;6.3369
BZ-011;Junkerbesch;Betzdorf;49.6986;6.3415
BZ-012;Solwerwiss;Berg (Betzdorf);49.6867;6.3758
Baamwuerzel;;Roodt-sur-Syre;49.6651;6.2923
Beim Maria (Leiffrachen);;Roodt-sur-Syre;49.6664;6.2953
Bullimonster;;Roodt-sur-Syre;49.665;6.2929
DA-001;Faascht;Ersange;49.5705;6.2614
DA-002;Buchholz;Luxembourg Land;49.5574;6.2515
DA-003;Buchholz;Luxembourg Land;49.5575;6.2511
DA-004;Buchholz;Dalheim;49.5562;6.2428
DA-005;B schtr f;Hassel;49.5514;6.2297
DA-006;Buchholz;Dalheim;49.5524;6.2521
DA-007;Buchholz;Dalheim;49.5563;6.2633
DA-008;Hunneb sch;Dalheim;49.5528;6.2691
DA-009;Gemengeb sch;Luxembourg Land;49.5453;6.2688
DA-010;Stengenerb sch;Dalheim;49.5359;6.2765
DA-011;Rieder;Welfrange;49.5306;6.284
DA-012;Buergb sch;Welfrange;49.5369;6.293
DA-013;Op der Ho;Welfrange;49.5456;6.293
DA-014;Krounebiergerb sch;Rolling (Bous);49.5493;6.2968
DA-015;Ierpeld ngerb sch;Rolling (Bous);49.5457;6.3038
DA-016;Ierpeld ngerb sch;Rolling (Bous);49.5429;6.307
DA-017;Scheierdellen;Erpeldange (Bous);49.5333;6.3328
DA-018;Scheierdellen;Erpeldange (Bous);49.536;6.3356
DA-019;Briedem sser B sch;Stadtbredimus;49.5743;6.3456
DA-020;Buusserb sch;Bous;49.5673;6.3267
DA-021;Buusserb sch;Bous;49.5669;6.3202
DA-022;Roul nger B sch;Bous;49.5665;6.3137
DA-023;Heesberhaff;Bous;49.5725;6.3067
DA-024;Kuesselt;Roedt;49.5725;6.2899
DA-025;Schack;Ersange;49.5812;6.2852
DA-026;Kr ischelb sch;Ersange;49.5853;6.2898
DA-027;Faascht;Luxembourg Land;49.5683;6.2548
DK-001;JUNGEBUSCH;Mouschbierg;49.84185;6.15184
DK-002;UNTER AASLOCH;Mouschbierg;49.84955;6.14874
DK-003;HART;Diekirch;49.84185;6.15218
DK-004;SEITERT;Diekirch;49.87732;6.13905
DK-005;SEITERT;Diekirch;49.87561;6.14901
DK-006;FRIEDBUSCH;Luxembourg Land;49.87742;6.12594
DK-007;FRIEDBUSCH;Erpeldange-sur-Sure;49.88288;6.13073
DK-008;FRIEDBUSCH;Diekirch (G);49.87986;6.11855
DK-009;FRIEDBUSCH;Diekirch (G);49.88719;6.12068
DK-010;FRIEDBUSCH;Diekirch (G);49.88913;6.1324
DK-011;FRIEDBUSCH;Diekirch (G);49.89281;6.12793
DK-012;HAGELDOERNER;Luxembourg Land;49.89621;6.13238
DK-013;FRIEDBUSCH;Luxembourg Land;49.89248;6.13403
DK-014;HAGELDOERNER;Luxembourg Land;49.89367;6.14006
DP-001;;Dippach;49.58581;6.00261
DP-002;Ierwenhecken;Schouweiler;49.58291;5.9404
DP-003;Schullerbesch;Schouweiler;49.59027;5.94643
DP-004;Schullerbesch;Schouweiler;49.59145;5.94007
DP-005;Schullerbesch;Schouweiler;49.59553;5.9415
DP-006;Gemengebesch;Dippach;49.59887;5.96876
DP-007;Gemengebesch;Dippach;49.59663;5.97314
DP-008;Golbesch;Dippach;49.59424;5.98013
DP-009;Gemengebesch;Dippach;49.59891;5.9818
DP-010;Halz;Dippach;49.60001;5.98752
DP-011;Halz;Dippach;49.59733;5.98791
DP-012;Halz;Dippach;49.60136;5.99032
DP-013;Dippecherbesch;Dippach;49.59573;5.99049
DP-014;Dippecherbesch;Dippach;49.59871;5.99281
DP-015;Dippecherbesch;Dippach;49.59674;5.9965
DP-016;Dippecherbesch;Dippach;49.6032;6.00255
DP-017;Mamer R ttchen;Dippach;49.60416;6.0064
DP-018;Sank;Dippach;49.60397;5.99489
DP-019;Sch ck;Dippach;49.60849;5.99979
DP-020;Mamer R ttchen;Dippach;49.60702;6.00228
DP-021;Hoen;Luxembourg Land;49.58621;6.00907
DP-022;Hoen;Dippach;49.58139;6.01423
DP-023;Haard;Dippach-Gare;49.58008;6.00115
DP-024;Wald;Sprinkange;49.56908;5.95815
Dinoplaatz;;Roodt-sur-Syre;49.6659;6.2922
Draacheplaatz;;Roodt-sur-Syre;49.6657;6.294
EA-001;Langs den Heinzeberg;Esch-sur-Alzette;49.46975;5.9768
EA-002;Im Krautemesgrund;Esch-sur-Alzette;49.46926;5.98185
EA-003;Delsterbuesch;Esch-sur-Alzette;49.46824;5.97487
EA-004;Delsterbuesch;Esch-sur-Alzette;49.46197;5.97875
EA-005;Im Schlossbuesch;Esch-sur-Alzette;49.46492;5.98296
EA-006;Im Schlossbuesch;Esch-sur-Alzette;49.46826;5.99039
EA-007;Auf der Kleinen Heidchen;Esch-sur-Alzette;49.4715;5.99562
EA-008;Im Holzenberg;Esch-sur-Alzette;49.47585;5.98951
EA-009;Auf der Gleicht;Esch-sur-Alzette;49.47747;5.99384
EA-010;Auf der Berk;Esch-sur-Alzette;49.48107;5.99187
EA-011;Im Schoessergruendchen;Esch-sur-Alzette;49.47829;5.98692
EA-012;Auf dem Galgenberg;Esch-sur-Alzette;49.48344;5.98603
EA-013;Auf dem Diesweg;Esch-sur-Alzette;49.48806;5.98557
EA-014;Laengs dem Galgenberg;Esch-sur-Alzette;49.48802;5.98839
EA-015;Auf dem Leisenberg;Esch-sur-Alzette;49.48792;5.99286
EA-016;Im Holzemesgrund;Esch-sur-Alzette;49.48411;5.9967
EA-017;Auf Eilendigerberg;Esch-sur-Alzette;49.48646;6.00322
EA-018;Rue du Stade;Esch-sur-Alzette;49.49088;5.98954
EA-019;Laengs dem Galgenberg;Esch-sur-Alzette;49.48433;5.98148
EA-020;Langs den Heinzeberg;Esch-sur-Alzette;49.47631;5.97999
EL-001;Hoscht;Luxembourg Land;49.753;5.85131
EL-002;Gemengebusch;Luxembourg Land;49.75398;5.85626
EL-003;Im Gesengels;Ell;49.74743;5.84877
EL-004;Grendelheck;Luxembourg Land;49.7472;5.8365
EL-005;Arenshau;Ell;49.7598;5.8609
EL-006;Groswies;Ell;49.7545;5.8514
EL-007;Beim Rommelsbuesch;Ell;49.7583;5.8488
EL-008;Rommelsbuesch;Ell (G);49.7536;5.8447
EL-009;Fondation Emile Mayrisch;Colpach-Bas;49.7602;5.8265
EL-010;Hasenheck;Colpach-Bas;49.7552;5.8178
EL-011;Beim Gaeschtenbuesch;Ell;49.768;5.8372
EL-012;Heizenberg;Ell;49.7649;5.833
EL-013;Goeldendaerchen;Ell (G);49.7637;5.8303
EL-014;Auf Kohn;Ell;49.7758;5.8433
EL-015;Unter Kohn;Ell;49.7746;5.8351
EL-016;Bei der Zinsheck;Colpach-Haut;49.7762;5.8238
EL-017;In der Jenkenwies;Petit-Nobressart;49.7791;5.8149
EL-018;Im Reischelt;Colpach-Haut;49.7715;5.8078
EL-019;In der Houscht;Lannen;49.7844;5.8348
EL-020;In der Houscht;Ell (G);49.7844;5.8284
EL-021;Unterste Buesch;Ell (G);49.7872;5.8244
EL-022;In der Kropenheck;Ell (G);49.781;5.8228
EL-023;Entgenbour;Ell (G);49.7865;5.8161
EL-024;Schleifknapp;Petit-Nobressart;49.7856;5.8116
EL-025;Maulusberg;Petit-Nobressart;49.7834;5.8083
EL-026;In der Elchert;Roodt (Lannen);49.7913;5.8106
EL-027;In der Renn;Luxembourg Land;49.7954;5.8095
EL-028;Auf der Deisel;Roodt (Lannen);49.8005;5.8176
EL-029;Gemengenberg;Roodt (Lannen);49.8028;5.8109
EL-030;Bouscht;Luxembourg Land;49.8144;5.8268
EL-031;Weischbour;Luxembourg Land;49.8069;5.8213
EL-032;In der Rennbach;Luxembourg Land;49.812;5.8138
ES-001;Sauerbierg;Neihaff (Insenborn);49.89357;5.85151
ES-002;Hanner dem Wald;Neihaff (Insenborn);49.89485;5.86034
ES-003;Waldflass;Neihaff (Insenborn);49.89613;5.86715
ES-004;Fuussefeld;Insenborn;49.89957;5.86778
ES-005;Frounbierg;Bonnal;49.90318;5.88396
ES-006;Driicht;Lultzhausen;49.90956;5.8893
ES-007;ale Kamp;Lultzhausen;49.90483;5.90445
ES-008;Eschduerferbierg;Eschdorf;49.90087;5.9103
ES-009;am Groussebesch;Esch-sur-Sure;49.91415;5.93748
ES-010;Burschenterbesch;Esch-sur-Sure;49.90496;5.93842
ES-011;enneschte Rank;Heiderscheidergrund;49.90719;5.94798
ES-012;In Petzbich;Heiderscheidergrund;49.8953;5.94163
ES-013;Pelleschbesch;Heiderscheidergrund;49.90204;5.95708
ES-014;Keckelswald;Heiderscheidergrund;49.90108;5.97175
ES-015;Bocksbierg;Heiderscheidergrund;49.90635;5.97545
ES-016;Frehnberg;Tadler;49.90397;6.00175
ES-017;Renzenbach;Ringel;49.91584;6.02019
ES-018;Waaschterflass;Fuusswiss;49.87202;5.99102
ES-019;Beschent;Heiderscheid;49.88026;5.9693
ES-020;Dellersteg;Merscheid (Eschdorf);49.86639;5.961
ES-021;Mechelratt;Hierheck;49.88008;5.91217
ES-022;Kalberground;Eschdorf;49.88693;5.90193
ES-023;Grondmillen;Eschdorf;49.89128;5.90017
ES-024;Schemels;Insenborn;49.88833;5.88657
ES-025;Burfelt (Plage);Burfelt;49.90056;5.85894
ES-026;Frounbierg (Plage);Bonnal;49.90652;5.88668
ES-027;Gruewen;Tadler;49.91016;5.98875
ES-028;Jentgeslee;Heiderscheidergrund;49.90805;5.97576
FI-001;HUEHNERKNAEPPCHEN;Luxembourg Land;49.72225;6.1844
FI-002;STUPPICHT;Fischbach (G);49.72465;6.1903
FI-003;PLANKENBERG;Plankenhaff;49.72974;6.18565
FI-004;BAUMBUESCH;Fischbach (G);49.72963;6.19566
FI-005;WERKGART;Koedange;49.73679;6.20313
FI-006;WERKGART;Koedange;49.73902;6.20618
FI-007;KRAECHEL;Koedange;49.73309;6.21196
FI-008;BEI DER NEUEN SCHMELTZ;Luxembourg Land;49.7499;6.2074
FI-009;RAEDCHEN;Koedange;49.7389;6.21258
FI-010;WALD;Luxembourg Land;49.74467;6.21663
FI-011;GRAUEBESCH;Fischbach (G);49.73856;6.19364
FI-012;GRAUEBESCH;Fischbach (G);49.74036;6.18635
FI-013;GRAUEBESCH;Fischbach (Mersch);49.74296;6.19253
FI-014;SCHMELZ;Fischbach (G);49.74158;6.18151
FI-015;BOCKELESCHT;Fischbach (G);49.73998;6.17678
FI-016;BOCKELESCHT;Fischbach (G);49.74412;6.18485
FI-017;DREI BAEUMERFELD;Schoos;49.7476;6.17269
FI-018;DAEBECHT;Fischbach (G);49.74946;6.18027
FI-019;SEITERT;Schoos;49.74937;6.16413
FI-020;SEITERT;Luxembourg Land;49.74576;6.15835
FI-021;IN BRILLSCHET;Schoos;49.75687;6.17734
FI-022;LAEWEND;Angelsberg;49.75573;6.1591
FI-023;MITTELWIES;Angelsberg;49.76003;6.15893
FI-024;HOIRGARTEN;Schoos;49.75164;6.17163
FI-025;SEITERT;Fischbach (Mersch);49.75368;6.1885
FI-026;SEITERT;Fischbach (Mersch);49.75986;6.18647
FI-027;SCHENNER;Luxembourg Land;49.74604;6.20641
FI-028;BEI DER SCHAEFEREI;Luxembourg Land;49.75087;6.20574
FI-029;PAFFENWIES;Luxembourg Land;49.7549;6.20753
FL-001;Haard;Flaxweiler;49.6725;6.3493
FL-002;Rangels;Flaxweiler;49.6653;6.3539
FL-003;ieweschte Messel;Flaxweiler;49.6561;6.3625
FL-004;Groussebesch;Flaxweiler;49.6555;6.3745
FL-005;Groussebesch;Flaxweiler;49.6523;6.3904
FL-006;Groussebesch;Flaxweiler;49.6503;6.3679
FL-007;Spettelbesch;Flaxweiler;49.6484;6.3418
FL-008;Deifebaacherbesch;Flaxweiler;49.6486;6.3369
FL-009;Widdebierg;Flaxweiler;49.6556;6.3342
FL-010;Widdebierg;Flaxweiler;49.6651;6.3249
FL-011;Widdebierg;Mensdorf;49.6581;6.3204
FL-012;Widdebierg;Mensdorf;49.6496;6.3198
FL-013;Schweeschebaacherbesch;Mensdorf;49.6459;6.2912
FL-014;Wattholz;Mensdorf;49.6511;6.2839
FL-015;Kuelesbaacherbesch;Mensdorf;49.6625;6.2914
FR-001;Jongeb sch;Frisange;49.52992;6.20691
FR-002;Moschelsgrond;Frisange;49.51603;6.23443
FR-003;Schiechtert;Frisange;49.51065;6.21994
FR-004;Ieweschteb sch;Frisange;49.52387;6.17435
FR-005;Grouss Jen serb sch;Frisange;49.49438;6.14407
